image_url,artist,title,top_year,class,youtube_top_url,yt_id,is_downloaded,mood,per
https://cdnimg.melon.co.kr/cm/album/images/000/04/848/4848_500.jpg/melon/resize/48/quality/80/optimize,조용필,정의 마음,1984,kpop,https://youtube.com/watch?v=fXWVHo3S0k0,fXWVHo3S0k0,True,romantic,0.589
https://cdnimg.melon.co.kr/cm/album/images/000/04/794/4794_500.jpg/melon/resize/48/quality/80/optimize,전영록,그대가 미워요,1984,kpop,https://youtube.com/watch?v=XerBlnC4Sv4,XerBlnC4Sv4,True,happy,0.352
https://cdnimg.melon.co.kr/cm/album/images/003/10/360/310360_500.jpg/melon/resize/48/quality/80/optimize,백영규,얼룩진 상처,1984,kpop,https://youtube.com/watch?v=4kGF42I046A,4kGF42I046A,True,sad,0.4825
https://cdnimg.melon.co.kr/cm/album/images/003/11/297/311297_500.jpg/melon/resize/48/quality/80/optimize,정유경,꿈,1984,kpop,https://youtube.com/watch?v=zc_eJbcZQUg,zc_eJbcZQUg,True,happy,0.6635
https://cdnimg.melon.co.kr/cm/album/images/000/16/580/16580_500.jpg/melon/resize/48/quality/80/optimize,길은정,소중한 사람,1984,kpop,https://youtube.com/watch?v=-g5HsAInZ5k,-g5HsAInZ5k,True,romantic,0.7225
https://cdnimg.melon.co.kr/cm/album/images/000/06/694/6694_500.jpg/melon/resize/48/quality/80/optimize,이승재,아득히 먼곳,1984,kpop,https://youtube.com/watch?v=LXRvpfb1vLA,LXRvpfb1vLA,True,romantic,0.4767
https://cdnimg.melon.co.kr/cm/album/images/003/16/216/316216_500.jpg/melon/resize/48/quality/80/optimize,김정호,고독한 여자의 미소는 슬퍼,1984,kpop,https://youtube.com/watch?v=kFNojSZ-rUk,kFNojSZ-rUk,True,romantic,0.6909
https://cdnimg.melon.co.kr/cm/album/images/000/40/176/40176_500.jpg/melon/resize/48/quality/80/optimize,정수라,바람이었나,1984,kpop,https://youtube.com/watch?v=8h_7IN-O9xE,8h_7IN-O9xE,True,romantic,0.3637
https://cdnimg.melon.co.kr/cm/album/images/000/04/845/4845_500.jpg/melon/resize/48/quality/80/optimize,조용필,친구여,1984,kpop,https://youtube.com/watch?v=SYNZZQXqy0c,SYNZZQXqy0c,True,sad,0.4218
https://cdnimg.melon.co.kr/cm/album/images/000/05/046/5046_500.jpg/melon/resize/48/quality/80/optimize,최진희,사랑의 미로,1984,kpop,https://youtube.com/watch?v=BVWzd661qu0,BVWzd661qu0,True,romantic,0.3615
https://cdnimg.melon.co.kr/cm/album/images/003/79/657/379657_500.jpg/melon/resize/48/quality/80/optimize,이태원,고니,1984,kpop,https://youtube.com/watch?v=DkkiCKs4pHw,DkkiCKs4pHw,True,sad,0.3766
https://cdnimg.melon.co.kr/cm/album/images/003/12/238/312238_500.jpg/melon/resize/48/quality/80/optimize,이문세,나는 행복한 사람,1984,kpop,https://youtube.com/watch?v=G8I_TS2xjPE,G8I_TS2xjPE,True,romantic,0.5658
https://cdnimg.melon.co.kr/cm/album/images/003/09/195/309195_500.jpg/melon/resize/48/quality/80/optimize,현숙,건곤감리 청홍백,1984,kpop,https://youtube.com/watch?v=9HcRHQHQgXs,9HcRHQHQgXs,True,romantic,0.3338
https://cdnimg.melon.co.kr/cm/album/images/000/08/865/8865_500.jpg/melon/resize/48/quality/80/optimize,김성희,세계는 친구,1984,kpop,https://youtube.com/watch?v=DVISX1087wA,DVISX1087wA,True,happy,0.3526
https://cdnimg.melon.co.kr/cm/album/images/000/04/850/4850_500.jpg/melon/resize/48/quality/80/optimize,조용필,아시아의 불꽃,1984,kpop,https://youtube.com/watch?v=Jak5oIkMUoU,Jak5oIkMUoU,True,aggressive,0.508
