image_url,artist,title,top_year,class
https://cdnimg.melon.co.kr/cm/album/images/010/64/254/1064254_500.jpg/melon/resize/48/quality/80/optimize,젊은 연인들,젊은 연인들 - 페이지 이동,1982,kpop
https://cdnimg.melon.co.kr/cm/album/images/003/10/402/310402_500.jpg/melon/resize/48/quality/80/optimize,김수희,정거장,1982,kpop
https://cdnimg.melon.co.kr/cm/album/images/003/41/770/341770_500.jpg/melon/resize/48/quality/80/optimize,전영록,종이학,1982,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/07/308/7308_500.jpg/melon/resize/48/quality/80/optimize,한경애,타인의 계절,1982,kpop
https://cdnimg.melon.co.kr/cm/album/images/003/44/628/344628_500.jpg/melon/resize/48/quality/80/optimize,이동원,헤이,1982,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/04/011/4011_500.jpg/melon/resize/48/quality/80/optimize,산울림,회상,1982,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/04/409/4409_500.jpg/melon/resize/48/quality/80/optimize,윤시내,DJ에게,1982,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/10/242/10242_500.jpg/melon/resize/48/quality/80/optimize,한마음,가슴앓이,1983,kpop
https://cdnimg.melon.co.kr/cm/album/images/003/15/114/315114_500.jpg/melon/resize/48/quality/80/optimize,패티김,가을을 남기고 간 사랑,1983,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/07/272/7272_500.jpg/melon/resize/48/quality/80/optimize,홍민,결혼기념일의 노래,1983,kpop
https://cdnimg.melon.co.kr/cm/album/images/003/09/939/309939_500.jpg/melon/resize/48/quality/80/optimize,김태정,기도하는 마음,1983,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/04/842/4842_500.jpg/melon/resize/48/quality/80/optimize,조용필,난 아니야,1983,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/07/223/7223_500.jpg/melon/resize/48/quality/80/optimize,허영란,날개,1983,kpop
https://cdnimg.melon.co.kr/cm/album/images/003/10/245/310245_500.jpg/melon/resize/48/quality/80/optimize,김정수,내 마음 당신곁으로,1983,kpop
https://cdnimg.melon.co.kr/cm/album/images/003/10/201/310201_500.jpg/melon/resize/48/quality/80/optimize,김수철,다시는 사랑을 안할테야,1983,kpop
https://cdnimg.melon.co.kr/cm/album/images/003/10/401/310401_500.jpg/melon/resize/48/quality/80/optimize,김수희,멍에,1983,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/04/119/4119_500.jpg/melon/resize/48/quality/80/optimize,송골매,모두 다 사랑하리,1983,kpop
